;Дата;Время;Цена до;Цена после;Разница в долларах;Дельта в процентах;Текст новости
16;2022-07-28;12:38:48;449.209991;450.660004; 1.4; 0.3;"Northrop Grumman Q2 Results Miss Estimates; Reiterates FY22 Outlook
"
17;2022-07-26;14:10:07;450.940002;446.809998;-4.1;-0.9;"Northrop Grumman Whale Trades Spotted
"
18;2022-06-15;12:06:01;454.454987;454.040009;-0.4;-0.0;"$100 Invested In Northrop Grumman 20 Years Ago Would Be Worth This Much Today
"
19;2022-06-09;14:00:30;469.434998;468.609985;-0.8;-0.1;"BWX Technologies Secures Contract To Build Nuclear Microreactor In US
"
20;2022-04-28;15:14:47;447.600006;447.350006;-0.2;-0.0;"Northrop Grumman's Q1 Bottom-Line Beats Street View; Reaffirms FY22 Guidance
"
21;2022-04-27;13:35:16;447.649994;445.220001;-2.4;-0.5;"8 Stocks Moved By Traders On Wednesday's CNBC's 'Fast Money: Halftime Report'
"
22;2022-04-20;15:05:49;465.089996;464.410004;-0.6;-0.1;"$1000 Invested In Northrop Grumman 20 Years Ago Would Be Worth This Much
"
23;2022-04-06;14:04:37;461.730011;459.339996;-2.3;-0.5;"Analyzing Northrop Grumman Corporation's Short Interest
"
24;2022-04-05;12:42:24;455.329987;456.030090; 0.7; 0.1;"Northrop Grumman, AT&T Partner To Power 5G-Enabled Defense Capabilities
"
25;2022-04-04;13:44:17;449.700012;451.470001; 1.7; 0.3;"Here's How Much $1000 Invested In Northrop Grumman 15 Years Ago Would Be Worth Today
"
26;2022-03-29;12:41:13;443.114990;445.190002; 2.0; 0.4;"Northrop Grumman Whale Trades For March 29
"
27;2022-03-23;13:50:54;444.700012;445.700012; 1.0; 0.2;"8 Industrials Stocks With Whale Alerts In Today's Session
"
28;2022-03-16;14:56:41;420.239990;422.415009; 2.1; 0.5;"9 Best 401(k) Stocks To Buy Right Now
"
29;2022-02-14;10:30:46;388.299988;384.325012;-3.9;-1.0;"Lockheed Martin And Northrup Grumman Rise On Tension Between The United States, United Kingdom, And Russia
"
30;2022-03-07;13:01:17;475.019989;478.950012; 3.9; 0.8;"Where Northrop Grumman Stands With Analysts
"
31;2022-03-07;12:47:11;475.019989;478.950012; 3.9; 0.8;"Which 6 Defense Stocks Did A BofA Analyst Raise The Price Targets?
"
32;2022-03-07;11:41:17;483.220001;475.019989;-8.2;-1.6;"Wells Fargo Raises Price Target On Several Aerospace & Defense Companies
"
33;2022-03-07;11:03:14;488.524994;483.220001;-5.3;-1.0;"Here's How Much $1000 Invested In Northrop Grumman 20 Years Ago Would Be Worth Today
"
34;2022-02-24;11:56:31;390.615997;391.690002; 1.0; 0.2;"How The Markets Are Reacting To Russia's Invasion Of Ukraine
"
35;2022-01-28;12:09:23;375.674988;377.739990; 2.0; 0.5;"Where Northrop Grumman Stands With Analysts
"
36;2022-01-28;10:51:05;375.864990;375.674988;-0.1;-0.0;"Northrop Grumman's Return on Invested Capital Insights
"
37;2022-01-26;11:05:36;404.440002;407.480011; 3.0; 0.7;"A Preview Of Northrop Grumman's Earnings
"
38;2022-01-10;11:05:39;401.929993;399.920013;-2.0;-0.5;"Benzinga's Top Ratings Upgrades, Downgrades For January 10, 2022
"
39;2022-01-05;11:08:47;395.059998;394.910004;-0.1;-0.0;"Benzinga's Top Ratings Upgrades, Downgrades For January 5, 2022
"
40;2021-12-31;11:19:52;385.420013;384.859985;-0.5;-0.1;"Morgan Stanley's Top Picks In Aerospace For 2022
"
41;2021-12-03;13:37:36;357.470001;354.600006;-2.8;-0.8;"NASA Awards $415.6M To Three Companies For Low-Orbit Space Station Designs
"
42;2021-11-16;15:20:05;355.040009;355.869995; 0.8; 0.2;"Revisiting Chinese Stocks On Xi's Coronation
"
43;2021-10-28;12:43:56;357.660004;359.850006; 2.1; 0.6;"12 Industrials Stocks Moving In Thursday's Intraday Session
"
44;2021-10-28;11:59:38;361.809998;357.660004;-4.1;-1.1;"How Bad Are Northrop Grumman's Earnings? | Return On Capital Employed
"
45;2021-10-28;11:58:47;361.809998;357.660004;-4.1;-1.1;"Northrop Grumman Stock Slips After Mixed Q3 Results, Weak FY21 Revenue Outlook
"
46;2021-10-27;10:45:27;392.545013;390.170013;-2.3;-0.6;"Aerospace & Defense Struggle to Launch with Lockheed and Raytheon
"
47;;;;;;;
48;;;;;;;
49;;;;;;;
50;;;;;;;
51;;;;;;;
52;;;;;;;
53;;;;;;;
54;;;;;;;
55;;;;;;;
56;;;;;;;
57;;;;;;;
58;;;;;;;
59;;;;;;;
60;;;;;;;
61;;;;;;;
62;;;;;;;
63;;;;;;;
64;;;;;;;
65;;;;;;;
66;;;;;;;
67;;;;;;;
68;;;;;;;
69;;;;;;;
70;;;;;;;
71;;;;;;;
72;;;;;;;
73;;;;;;;
74;;;;;;;
75;;;;;;;
76;;;;;;;
77;;;;;;;
78;;;;;;;
79;;;;;;;
80;;;;;;;
81;;;;;;;
82;;;;;;;
83;;;;;;;
84;;;;;;;
85;;;;;;;
86;;;;;;;
87;;;;;;;
88;;;;;;;
89;;;;;;;
90;;;;;;;
91;;;;;;;
92;;;;;;;
93;;;;;;;
94;;;;;;;
95;;;;;;;
96;;;;;;;
97;;;;;;;
98;;;;;;;
99;;;;;;;
100;;;;;;;
101;;;;;;;
102;;;;;;;
103;;;;;;;
104;;;;;;;
105;;;;;;;
106;;;;;;;
107;;;;;;;
108;;;;;;;
109;;;;;;;
110;;;;;;;
111;;;;;;;
112;;;;;;;
113;;;;;;;
114;;;;;;;
115;;;;;;;
116;;;;;;;
117;;;;;;;
118;;;;;;;
119;;;;;;;
120;;;;;;;
121;;;;;;;
122;;;;;;;
123;;;;;;;
124;;;;;;;
125;;;;;;;
126;;;;;;;
127;;;;;;;
128;;;;;;;
129;;;;;;;
130;;;;;;;
131;;;;;;;
132;;;;;;;
133;;;;;;;
134;;;;;;;
135;;;;;;;
136;;;;;;;
137;;;;;;;
138;;;;;;;
139;;;;;;;
140;;;;;;;
141;;;;;;;
142;;;;;;;
143;;;;;;;
144;;;;;;;
145;;;;;;;
146;;;;;;;
147;;;;;;;
148;;;;;;;
149;;;;;;;
150;;;;;;;
151;;;;;;;
152;;;;;;;
153;;;;;;;
154;;;;;;;
155;;;;;;;
156;;;;;;;
157;;;;;;;
158;;;;;;;
159;;;;;;;
160;;;;;;;
161;;;;;;;
162;;;;;;;
163;;;;;;;
164;;;;;;;
165;;;;;;;
166;;;;;;;
167;;;;;;;
168;;;;;;;
169;;;;;;;
170;;;;;;;
171;;;;;;;
172;;;;;;;
173;;;;;;;
174;;;;;;;
175;;;;;;;
176;;;;;;;
177;;;;;;;
178;;;;;;;
179;;;;;;;
180;;;;;;;
181;;;;;;;
182;;;;;;;
183;;;;;;;
184;;;;;;;
185;;;;;;;
186;;;;;;;
187;;;;;;;
188;;;;;;;
189;;;;;;;
190;;;;;;;
191;;;;;;;
192;;;;;;;
193;;;;;;;
194;;;;;;;
195;;;;;;;
196;;;;;;;
197;;;;;;;
198;;;;;;;
199;;;;;;;
200;;;;;;;
201;;;;;;;
202;;;;;;;
203;;;;;;;
204;;;;;;;
205;;;;;;;
206;;;;;;;
207;;;;;;;
208;;;;;;;
209;;;;;;;
210;;;;;;;
211;;;;;;;
212;;;;;;;
213;;;;;;;
214;;;;;;;
215;;;;;;;
216;;;;;;;
217;;;;;;;
218;;;;;;;
219;;;;;;;
220;;;;;;;
221;;;;;;;
222;;;;;;;
223;;;;;;;
224;;;;;;;
225;;;;;;;
226;;;;;;;
227;;;;;;;
228;;;;;;;
229;;;;;;;
230;;;;;;;
231;;;;;;;
232;;;;;;;
233;;;;;;;
234;;;;;;;
235;;;;;;;
236;;;;;;;
237;;;;;;;
238;;;;;;;
239;;;;;;;
240;;;;;;;
241;;;;;;;
242;;;;;;;
243;;;;;;;
244;;;;;;;
245;;;;;;;
246;;;;;;;
247;;;;;;;
248;;;;;;;
249;;;;;;;
250;;;;;;;
251;;;;;;;
252;;;;;;;
253;;;;;;;
254;;;;;;;
255;;;;;;;
256;;;;;;;
257;;;;;;;
258;;;;;;;
259;;;;;;;
260;;;;;;;
261;;;;;;;
262;;;;;;;
263;;;;;;;
264;;;;;;;
265;;;;;;;
266;;;;;;;
267;;;;;;;
268;;;;;;;
269;;;;;;;
270;;;;;;;
271;;;;;;;
272;;;;;;;
273;;;;;;;
274;;;;;;;
275;;;;;;;
276;;;;;;;
277;;;;;;;
278;;;;;;;
279;;;;;;;
280;;;;;;;
281;;;;;;;
282;;;;;;;
283;;;;;;;
284;;;;;;;
285;;;;;;;
286;;;;;;;
287;;;;;;;
288;;;;;;;
289;;;;;;;
290;;;;;;;
291;;;;;;;
292;;;;;;;
293;;;;;;;
294;;;;;;;
295;;;;;;;
296;;;;;;;
297;;;;;;;
298;;;;;;;
299;;;;;;;
300;;;;;;;
301;;;;;;;
302;;;;;;;
303;;;;;;;
304;;;;;;;
305;;;;;;;
306;;;;;;;
307;;;;;;;
308;;;;;;;
309;;;;;;;
310;;;;;;;
311;;;;;;;
312;;;;;;;
313;;;;;;;
314;;;;;;;
315;;;;;;;
316;;;;;;;
317;;;;;;;
318;;;;;;;
319;;;;;;;
320;;;;;;;
321;;;;;;;
322;;;;;;;
323;;;;;;;
324;;;;;;;
325;;;;;;;
326;;;;;;;
327;;;;;;;
328;;;;;;;
329;;;;;;;
330;;;;;;;
331;;;;;;;
332;;;;;;;
333;;;;;;;
334;;;;;;;
335;;;;;;;
336;;;;;;;
337;;;;;;;
338;;;;;;;
339;;;;;;;
340;;;;;;;
341;;;;;;;
342;;;;;;;
343;;;;;;;
344;;;;;;;
345;;;;;;;
346;;;;;;;
347;;;;;;;
348;;;;;;;
349;;;;;;;
350;;;;;;;
351;;;;;;;
352;;;;;;;
353;;;;;;;
354;;;;;;;
355;;;;;;;
356;;;;;;;
357;;;;;;;
358;;;;;;;
359;;;;;;;
360;;;;;;;
361;;;;;;;
362;;;;;;;
363;;;;;;;
364;;;;;;;
365;;;;;;;
366;;;;;;;
367;;;;;;;
368;;;;;;;
369;;;;;;;
370;;;;;;;
371;;;;;;;
372;;;;;;;
373;;;;;;;
374;;;;;;;
375;;;;;;;
376;;;;;;;
377;;;;;;;
378;;;;;;;
379;;;;;;;
380;;;;;;;
381;;;;;;;
382;;;;;;;
383;;;;;;;
384;;;;;;;
385;;;;;;;
386;;;;;;;
387;;;;;;;
388;;;;;;;
389;;;;;;;
390;;;;;;;
391;;;;;;;
392;;;;;;;
393;;;;;;;
394;;;;;;;
395;;;;;;;
396;;;;;;;
397;;;;;;;
398;;;;;;;
399;;;;;;;
400;;;;;;;
401;;;;;;;
402;;;;;;;
403;;;;;;;
404;;;;;;;
405;;;;;;;
406;;;;;;;
407;;;;;;;
408;;;;;;;
409;;;;;;;
410;;;;;;;
411;;;;;;;
412;;;;;;;
413;;;;;;;
414;;;;;;;
415;;;;;;;
416;;;;;;;
417;;;;;;;
418;;;;;;;
419;;;;;;;
420;;;;;;;
421;;;;;;;
422;;;;;;;
423;;;;;;;
424;;;;;;;
425;;;;;;;
426;;;;;;;
427;;;;;;;
428;;;;;;;
429;;;;;;;
430;;;;;;;
431;;;;;;;
432;;;;;;;
433;;;;;;;
434;;;;;;;
435;;;;;;;
436;;;;;;;
437;;;;;;;
438;;;;;;;
439;;;;;;;
440;;;;;;;
441;;;;;;;
442;;;;;;;
443;;;;;;;
444;;;;;;;
445;;;;;;;
446;;;;;;;
447;;;;;;;
448;;;;;;;
449;;;;;;;
450;;;;;;;
451;;;;;;;
452;;;;;;;
453;;;;;;;
454;;;;;;;
455;;;;;;;
456;;;;;;;
457;;;;;;;
458;;;;;;;
459;;;;;;;
460;;;;;;;
461;;;;;;;
462;;;;;;;
463;;;;;;;
464;;;;;;;
465;;;;;;;
466;;;;;;;
467;;;;;;;
468;;;;;;;
469;;;;;;;
470;;;;;;;
471;;;;;;;
472;;;;;;;
473;;;;;;;
474;;;;;;;
475;;;;;;;
476;;;;;;;
477;;;;;;;
478;;;;;;;
479;;;;;;;
480;;;;;;;
481;;;;;;;
482;;;;;;;
483;;;;;;;
484;;;;;;;
485;;;;;;;
486;;;;;;;
487;;;;;;;
488;;;;;;;
489;;;;;;;
490;;;;;;;
491;;;;;;;
492;;;;;;;
493;;;;;;;
494;;;;;;;
495;;;;;;;
496;;;;;;;
497;;;;;;;
498;;;;;;;
499;;;;;;;
500;;;;;;;
501;;;;;;;
502;;;;;;;
503;;;;;;;
504;;;;;;;
505;;;;;;;
506;;;;;;;
507;;;;;;;
508;;;;;;;
509;;;;;;;
510;;;;;;;
511;;;;;;;
512;;;;;;;
513;;;;;;;
514;;;;;;;
515;;;;;;;
516;;;;;;;
517;;;;;;;
518;;;;;;;
519;;;;;;;
520;;;;;;;
521;;;;;;;
522;;;;;;;
523;;;;;;;
524;;;;;;;
525;;;;;;;
526;;;;;;;
527;;;;;;;
528;;;;;;;
529;;;;;;;
530;;;;;;;
531;;;;;;;
532;;;;;;;
533;;;;;;;
534;;;;;;;
535;;;;;;;
536;;;;;;;
537;;;;;;;
538;;;;;;;
539;;;;;;;
540;;;;;;;
541;;;;;;;
542;;;;;;;
543;;;;;;;
544;;;;;;;
545;;;;;;;
546;;;;;;;
547;;;;;;;
548;;;;;;;
549;;;;;;;
550;;;;;;;
551;;;;;;;
552;;;;;;;
553;;;;;;;
554;;;;;;;
555;;;;;;;
556;;;;;;;
557;;;;;;;
558;;;;;;;
559;;;;;;;
560;;;;;;;
561;;;;;;;
562;;;;;;;
563;;;;;;;
564;;;;;;;
565;;;;;;;
566;;;;;;;
567;;;;;;;
568;;;;;;;
569;;;;;;;
570;;;;;;;
571;;;;;;;
572;;;;;;;
573;;;;;;;
574;;;;;;;
575;;;;;;;
576;;;;;;;
577;;;;;;;
578;;;;;;;
579;;;;;;;
580;;;;;;;
581;;;;;;;
582;;;;;;;
583;;;;;;;
584;;;;;;;
585;;;;;;;
586;;;;;;;
587;;;;;;;
588;;;;;;;
589;;;;;;;
590;;;;;;;
591;;;;;;;
592;;;;;;;
593;;;;;;;
594;;;;;;;
595;;;;;;;
596;;;;;;;
597;;;;;;;
598;;;;;;;
599;;;;;;;
600;;;;;;;
601;;;;;;;
602;;;;;;;
603;;;;;;;
604;;;;;;;
605;;;;;;;
606;;;;;;;
607;;;;;;;
608;;;;;;;
609;;;;;;;
610;;;;;;;
611;;;;;;;
612;;;;;;;
613;;;;;;;
614;;;;;;;
615;;;;;;;
616;;;;;;;
617;;;;;;;
618;;;;;;;
619;;;;;;;
620;;;;;;;
621;;;;;;;
622;;;;;;;
